about_us,address,address2,annualrevenue,business_category,city,city_2,closedate,country,createdate,days_to_close,description,domain,engagements_last_meeting_booked,engagements_last_meeting_booked_campaign,engagements_last_meeting_booked_medium,engagements_last_meeting_booked_source,facebook_company_page,facebookfans,first_contact_createdate,first_contact_createdate_timestamp_earliest_value_78b50eea,first_conversion_date,first_conversion_event_name,first_deal_created_date,food_type,founded_year,googleplus_page,hs_additional_domains,hs_all_accessible_team_ids,hs_all_assigned_business_unit_ids,hs_all_owner_ids,hs_all_team_ids,hs_analytics_first_timestamp,hs_analytics_first_touch_converting_campaign,hs_analytics_first_visit_timestamp,hs_analytics_last_timestamp,hs_analytics_last_timestamp_timestamp_latest_value_4e16365a,hs_analytics_last_touch_converting_campaign,hs_analytics_last_touch_converting_campaign_timestamp_latest_value_81a64e30,hs_analytics_last_visit_timestamp,hs_analytics_last_visit_timestamp_timestamp_latest_value_999a0fce,hs_analytics_latest_source,hs_analytics_latest_source_data_1,hs_analytics_latest_source_data_2,hs_analytics_latest_source_timestamp,hs_analytics_num_page_views,hs_analytics_num_page_views_cardinality_sum_e46e85b0,hs_analytics_num_visits,hs_analytics_num_visits_cardinality_sum_53d952a6,hs_analytics_source,hs_analytics_source_data_1,hs_analytics_source_data_2,hs_annual_revenue_currency_code,hs_avatar_filemanager_key,hs_country_code,hs_created_by_user_id,hs_createdate,hs_csm_sentiment,hs_customer_success_ticket_sentiment,hs_date_entered_customer,hs_date_entered_evangelist,hs_date_entered_lead,hs_date_entered_marketingqualifiedlead,hs_date_entered_opportunity,hs_date_entered_other,hs_date_entered_salesqualifiedlead,hs_date_entered_subscriber,hs_date_exited_customer,hs_date_exited_evangelist,hs_date_exited_lead,hs_date_exited_marketingqualifiedlead,hs_date_exited_opportunity,hs_date_exited_other,hs_date_exited_salesqualifiedlead,hs_date_exited_subscriber,hs_employee_range,hs_ideal_customer_profile,hs_industry_group,hs_is_enriched,hs_is_target_account,hs_keywords,hs_last_booked_meeting_date,hs_last_logged_call_date,hs_last_logged_outgoing_email_date,hs_last_metered_enrichment_timestamp,hs_last_open_task_date,hs_last_sales_activity_date,hs_last_sales_activity_timestamp,hs_last_sales_activity_type,hs_lastmodifieddate,hs_latest_createdate_of_active_subscriptions,hs_latest_meeting_activity,hs_lead_status,hs_linkedin_handle,hs_logo_url,hs_merged_object_ids,hs_notes_last_activity,hs_notes_next_activity,hs_notes_next_activity_type,hs_num_blockers,hs_num_child_companies,hs_num_contacts_with_buying_roles,hs_num_decision_makers,hs_num_open_deals,hs_object_id,hs_object_source,hs_object_source_detail_1,hs_object_source_detail_2,hs_object_source_detail_3,hs_object_source_id,hs_object_source_label,hs_object_source_user_id,hs_parent_company_id,hs_pinned_engagement_id,hs_pipeline,hs_predictivecontactscore_v2,hs_predictivecontactscore_v2_next_max_max_d4e58c1e,hs_quick_context,hs_read_only,hs_revenue_range,hs_sales_email_last_replied,hs_shared_team_ids,hs_shared_user_ids,hs_source_object_id,hs_target_account,hs_target_account_probability,hs_target_account_recommendation_snooze_time,hs_target_account_recommendation_state,hs_time_in_customer,hs_time_in_evangelist,hs_time_in_lead,hs_time_in_marketingqualifiedlead,hs_time_in_opportunity,hs_time_in_other,hs_time_in_salesqualifiedlead,hs_time_in_subscriber,hs_total_deal_value,hs_unique_creation_key,hs_updated_by_user_id,hs_user_ids_of_all_notification_followers,hs_user_ids_of_all_notification_unfollowers,hs_user_ids_of_all_owners,hs_was_imported,hubspot_owner_assigneddate,hubspot_owner_id,hubspot_team_id,hubspotscore,industry,instagram_handle,is_public,lifecyclestage,linkedin_company_page,linkedinbio,name,notes_last_contacted,notes_last_updated,notes_next_activity_date,num_associated_contacts,num_associated_deals,num_contacted_notes,num_conversion_events,num_conversion_events_cardinality_sum_d095f14b,num_notes,numberofemployees,owner_demographics,owneremail,ownername,phone,pinterest,postal_code_2,product_categories,recent_conversion_date,recent_conversion_date_timestamp_latest_value_72856da1,recent_conversion_event_name,recent_conversion_event_name_timestamp_latest_value_66c820bf,recent_deal_amount,recent_deal_close_date,state,sustainability_markers,timezone,total_money_raised,total_revenue,twitterbio,twitterfollowers,twitterhandle,type,vegan_gf_friendly_,web_technologies,website,zip
,1670 NE Killingsworth St,,,Food,Portland,,,Estonia,2024-10-10T02:29:13.513Z,,"Linktree provides a link-in-bio tool that allows users to consolidate and share all their online content, including social media profiles, websites, and stores, into a single, easily accessible link.",linktr.ee,,,,,,,,,,,,Vegan;Mexican,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71945476,,,,,,2024-10-10T02:29:13.513Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-10-24T22:26:43.219Z,,,,,https://logo.clearbit.com/linktr.ee,,,,,0,0,0,0,0,23722525202,IMPORT,"'Found' Database - Portland, Or.csv",,,52330119,IMPORT,71945476,,,companies-lifecycle-pipeline,,,,,,,,,,,0.4076234698295593,,,,,10511983649,,,,,,,,71945476,,,,true,,,,,COMPUTER_SOFTWARE,https://www.instagram.com/mistaconespdx,false,lead,,"Linktree provides a link-in-bio tool that allows users to consolidate and share all their online content, including social media profiles, websites, and stores, into a single, easily accessible link.",Mis Tacones,,,,0,,,,,,,BIPOC Owned;LGBTQIA+ Owned,,,,,,,,,,,,,OR,Focused on Sustainable Products and/or Services,Europe/Tallinn,55700000,,,,Linktree_,Found Business,Vegan Friendly;Gluten Free Friendly,,linktr.ee,97211
,2122 NW Quimby St,,1000000,Food,Portland,,,United States,2024-10-10T02:29:13.540Z,,"Blossoming Lotus is a 100 percent plant-based food company located in Portland, Oregon. They specialize in serving organic, freshly made, vegan fusion world cuisine with many cooked and live food options. They offer lunch, dinner, and Sunday brunch, an...",blpdx.com,,,,,https://www.facebook.com/blossominglotus/,,,,,,,Vegan,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71945476,,,,,,2024-10-10T02:29:13.540Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-10-24T22:26:42.986Z,,,,,https://na1.hubspot-logos.com/blpdx.com,,,,,0,0,0,0,0,23722525203,IMPORT,"'Found' Database - Portland, Or.csv",,,52330119,IMPORT,71945476,,,companies-lifecycle-pipeline,,,,,,,,,,,0.4076234698295593,,,,,10511983627,,,,,,,,71945476,,,,true,,,,,RESTAURANTS,https;//www.instagram.com/blossominglotus,false,lead,https://www.linkedin.com/company/blossoming-lotus-portland-llc,"Blossoming Lotus is a 100 percent plant-based food company located in Portland, Oregon. They specialize in serving organic, freshly made, vegan fusion world cuisine with many cooked and live food options. They offer lunch, dinner, and Sunday brunch, an...",Blossoming Lotus Cafe,,,,0,,,,,,10,Woman Owned,,,,,,,,,,,,,OR,Focused on Sustainable Products and/or Services;Independent Designers and/or Makers;Carries Locally Made Goods,America/Los_Angeles,,,,,BLPDX,Found Business,Vegan Friendly;Gluten Free Friendly,microsoft_exchange_online;microsoft_office_365;apache;wordpress;google_tag_manager;go_squared;google_analytics;bluehost_hosting;instagram;godaddy_nameserver;outlook,blpdx.com,97210
,5136 NE Garfield Ave.,,,Health/Wellness & Beauty,Portland,,,United States,2024-10-10T02:29:13.514Z,,"The Wit Aesthetics and Wellness is a 100% women-owned medical spa located in Portland, OR. We specialize in providing a range of services including wrinkle relaxers, fillers, peels, microneedling, facials, and body contouring. Our team of experts is dedicated to promoting wellness, integrity, and transformation. In addition to our aesthetic treatments, we also have a Naturopathic Doctor on staff who offers evidence-based wellness treatments. Visit our website at thewitwell.com for more information.",thewitwell.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71945476,,,,,,2024-10-10T02:29:13.514Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-10-24T22:26:42.987Z,,,,,https://logo.clearbit.com/thewitwell.com,,,,,0,0,0,0,0,23724224883,IMPORT,"'Found' Database - Portland, Or.csv",,,52330119,IMPORT,71945476,,,companies-lifecycle-pipeline,,,,,,,,,,,0.4076234698295593,,,,,10511983645,,,,,,,,71945476,,,,true,,,,,HOSPITAL_HEALTH_CARE,https://www.instagram.com/thewitwell,false,lead,,"The Wit Aesthetics and Wellness is a 100% women-owned medical spa located in Portland, OR. We specialize in providing a range of services including wrinkle relaxers, fillers, peels, microneedling, facials, and body contouring. Our team of experts is dedicated to promoting wellness, integrity, and transformation. In addition to our aesthetic treatments, we also have a Naturopathic Doctor on staff who offers evidence-based wellness treatments. Visit our website at thewitwell.com for more information.",The Wit Aesthetics + Wellness,,,,0,,,,,,,Woman Owned,,,,,,,,,,,,,OR,Focused on Sustainable Products and/or Services;Independent Designers and/or Makers;Carries Locally Made Goods,America/Los_Angeles,,,,,,Found Business,Vegan Friendly,google_apps,thewitwell.com,97211
,3808 N Williams Ave,,1000000,Retail,Portland,,,United States,2024-10-10T02:29:13.447Z,,"Ink & Peat is a home decor and flower store in Portland, Oregon offering a clever mix of modern, vintage, and organically inspired products.",inkandpeat.com,,,,,https://www.facebook.com/TenderLovingEmpire/,,,,,,,,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71945476,,,,,,2024-10-10T02:29:13.447Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-10-24T22:26:42.986Z,,,,,,,,,,0,0,0,0,0,23724534284,IMPORT,"'Found' Database - Portland, Or.csv",,,52330119,IMPORT,71945476,,,companies-lifecycle-pipeline,,,,,,,,,,,0.4076234698295593,,,,,10511983716,,,,,,,,71945476,,,,true,,,,,LUXURY_GOODS_JEWELRY,https://www.instagram.com/inkandpeat,false,lead,https://www.linkedin.com/company/ink-&-peat-llc,"Ink & Peat is a home decor and flower store in Portland, Oregon offering a clever mix of modern, vintage, and organically inspired products.",Ink & Peat,,,,0,,,,,,10,Woman Owned,,,,,,Gifts,,,,,,,OR,Focused on Sustainable Products and/or Services;Independent Designers and/or Makers;Carries Locally Made Goods,America/Los_Angeles,,,,,,Found Business,,apache;bluehost_hosting,inkandpeat.com,97227
,218 N Main Ave,,,Retail,Gresham,,,,2024-10-10T02:29:13.589Z,,"Poppy & Dale Vintage is a beautifully curated vintage furniture and home decor store in the heart of Historic Downtown Gresham. They offer a wide selection of unique and one-of-a-kind vintage pieces for the home, including furniture, lighting, accessor...",shoppoppyanddale.com,,,,,https://www.facebook.com/poppyanddalevintage/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71945476,,,,,,2024-10-10T02:29:13.589Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-10-24T22:26:42.986Z,,,,,,,,,,0,0,0,0,0,23724534286,IMPORT,"'Found' Database - Portland, Or.csv",,,52330119,IMPORT,71945476,,,companies-lifecycle-pipeline,,,,,,,,,,,0.4076234698295593,,,,,10511983582,,,,,,,,71945476,,,,true,,,,,,https://www.instagram.com/poppy.and.dale.vintage/?hl=en,false,lead,,"Poppy & Dale Vintage is a beautifully curated vintage furniture and home decor store in the heart of Historic Downtown Gresham. They offer a wide selection of unique and one-of-a-kind vintage pieces for the home, including furniture, lighting, accessor...",Poppy and Dale Vintage,,,,0,,,,,,,Woman Owned,,,,,,Furniture;Home Goods;Antiques,,,,,,,OR,Focused on Sustainable Products and/or Services;Vintage or Repurposed Goods,,,,,,,Found Business,,sentry,shoppoppyanddale.com,97030
,916 W Burnside St,,1000000,Health/Wellness & Beauty,Portland,,,United States,2024-10-10T02:29:13.447Z,,"Maak Lab is a scent lab that highlights the smells of Portland and the Pacific Northwest through inventive apothecary products. They offer a range of products including castile soap, eau de parfum, soy wax candles, and hand sanitizer. All of their prod...",maaklab.com,,,,,,,,,,,,,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71945476,,,,,,2024-10-10T02:29:13.447Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-10-24T22:26:42.986Z,,,,,https://na1.hubspot-logos.com/maaklab.com,,,,,0,0,0,0,0,23725388660,IMPORT,"'Found' Database - Portland, Or.csv",,,52330119,IMPORT,71945476,,,companies-lifecycle-pipeline,,,,,,,,,,,0.4076234698295593,,,,,10511983717,,,,,,,,71945476,,,,true,,,,,CONSUMER_GOODS,https://www.instagram.com/maaklab/,false,lead,https://www.linkedin.com/company/maak-lab,"Maak Lab is a scent lab that highlights the smells of Portland and the Pacific Northwest through inventive apothecary products. They offer a range of products including castile soap, eau de parfum, soy wax candles, and hand sanitizer. All of their prod...",Maak Lab,,,,0,,,,,,10,Woman Owned,,,,,,Apothecary,,,,,,,OR,Focused on Sustainable Products and/or Services;Carries Locally Made Goods,America/Los_Angeles,,,,,maaksoaplab,Found Business,Vegan Friendly,squarespace;typekit_by_adobe;google_tag_manager;google_analytics;godaddy_nameserver;google_apps,maaklab.com,97209
,2136 E Burnside St,,,Retail,Portland,,,,2024-10-10T02:29:13.514Z,,,lowellshopgallery.com,,,,,https://www.facebook.com/lowell.portland/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71945476,,,,,,2024-10-10T02:29:13.514Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-10-24T22:26:42.986Z,,,,,https://na1.hubspot-logos.com/lowellshopgallery.com,,,,,0,0,0,0,0,23726309698,IMPORT,"'Found' Database - Portland, Or.csv",,,52330119,IMPORT,71945476,,,companies-lifecycle-pipeline,,,,,,,,,,,,,,,,10511983649,,,,,,,,71945476,,,,true,,,,,,https://www.instagram.com/lowellshopgallery/,false,lead,,,Lowell,,,,0,,,,,,,Woman Owned,,,,,,Gifts;Ceramics;Jewelry;Antiques,,,,,,,OR,Focused on Sustainable Products and/or Services;Vintage or Repurposed Goods;Independent Designers and/or Makers;Carries Locally Made Goods,,,,,,,Found Business,,nginx;weebly;google_tag_manager;godaddy_nameserver,lowellshopgallery.com,97214
,3912 N Mississippi Ave,,,Health/Wellness & Beauty,Portland,,,United States,2024-10-10T02:29:13.447Z,,"The Herb Shoppe PDX: Your go-to for organic herbal medicine and learning, offering tinctures, teas, essential oils, and remedies to support health and well-being in Portland, OR.",theherbshoppepdx.com,,,,,https://www.facebook.com/theherbshoppepdx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71945476,,,,,,2024-10-10T02:29:13.447Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-10-24T22:26:42.986Z,,,,,https://na1.hubspot-logos.com/theherbshoppepdx.com,,,,,0,0,0,0,0,23727591445,IMPORT,"'Found' Database - Portland, Or.csv",,,52330119,IMPORT,71945476,,,companies-lifecycle-pipeline,,,,,,,,,,,0.4076234698295593,,,,,10511983723,,,,,,,,71945476,,,,true,,,,,HEALTH_WELLNESS_AND_FITNESS,https://www.instagram.com/theherbshoppepdx,false,lead,,"The Herb Shoppe PDX: Your go-to for organic herbal medicine and learning, offering tinctures, teas, essential oils, and remedies to support health and well-being in Portland, OR.",The Herb Shoppe,,,,0,,,,,,,Woman Owned,,,+1 971-703-4347,,,Apothecary,,,,,,,OR,Focused on Sustainable Products and/or Services;Independent Designers and/or Makers;Carries Locally Made Goods,America/Los_Angeles,,,,,,Found Business,Vegan Friendly,shopify;google_maps;google_tag_manager;cloud_flare;google_analytics;godaddy_nameserver;google_apps;klaviyo;facebook_advertiser,theherbshoppepdx.com,97227
,11155 NE Halsey St,,1000000,Food,Portland,,,United States,2024-10-10T02:29:13.459Z,,"Food Fight! Grocery is a vegan grocery store based out of Portland, Oregon, United States. They offer a variety of quality vegan junk food, snacks, drinks, candies, fake meat, and cheese. The store also supports the global community with monthly benefits and focuses on animal welfare and environmental sustainability. They have a small produce and bulk section and an online store for convenient shopping.",foodfightgrocery.com,,,,,https://facebook.com/foodfightgrocery,,,,,,,,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71945476,,,,,,2024-10-10T02:29:13.459Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-10-24T22:26:42.986Z,,,,,https://na1.hubspot-logos.com/foodfightgrocery.com,,,,,0,0,0,0,0,23727886686,IMPORT,"'Found' Database - Portland, Or.csv",,,52330119,IMPORT,71945476,,,companies-lifecycle-pipeline,,,,,,,,,,,0.4076234698295593,,,,,10511983715,,,,,,,,71945476,,,,true,,,,,RETAIL,https://www.instagram.com/ffgrocery,false,lead,https://www.linkedin.com/company/food-fight-grocery,"Food Fight! Grocery is a vegan grocery store based out of Portland, Oregon, United States. They offer a variety of quality vegan junk food, snacks, drinks, candies, fake meat, and cheese. The store also supports the global community with monthly benefits and focuses on animal welfare and environmental sustainability. They have a small produce and bulk section and an online store for convenient shopping.",Food Fight,,,,0,,,,,,10,Woman Owned,,,,,,,,,,,,,OR,Focused on Sustainable Products and/or Services,America/Los_Angeles,,,,,ffgrocery,Found Business,Vegan Friendly;Gluten Free Friendly,squarespace;mailchimp;typekit_by_adobe;nginx;facebook_custom_audience;ubuntu;facebook_social_plugins;asp_net;shopify;debian;cloud_flare;google_apps;matomo;double_click;apache_http_server,foodfightgrocery.com,97220
,4007 N Mississippi Ave,,1000000,Retail,Portland,,,United States,2024-10-10T02:29:13.541Z,,"Worn Path is a retail shop focused on being outside or bringing the wonders of the outside world into your home. Replete with goods to use outdoors or inspired by the outdoors, you will find something unique and interesting for yourself and anyone who ...",worn-path.com,,,,,https://facebook.com/297456383638000,,,,,,,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71945476,,,,,,2024-10-10T02:29:13.541Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-10-24T22:26:42.987Z,,,,,https://na1.hubspot-logos.com/worn-path.com,,,,,0,0,0,0,0,23727886687,IMPORT,"'Found' Database - Portland, Or.csv",,,52330119,IMPORT,71945476,,,companies-lifecycle-pipeline,,,,,,,,,,,0.4076234698295593,,,,,10511983621,,,,,,,,71945476,,,,true,,,,,,https://www.instagram.com/wornpathstore/,false,lead,https://www.linkedin.com/company/worn-path,"Worn Path is a retail shop focused on being outside or bringing the wonders of the outside world into your home. Replete with goods to use outdoors or inspired by the outdoors, you will find something unique and interesting for yourself and anyone who ...",Worn Path,,,,0,,,,,,10,,,,,,,Men's;Women's;Unisex;Clothing;Accessories,,,,,,,OR,Focused on Sustainable Products and/or Services;Vintage or Repurposed Goods;Independent Designers and/or Makers;Carries Locally Made Goods,America/Los_Angeles,,,,,WornPathStore,Found Business,,shopify;google_tag_manager;google_analytics;cloud_flare;twitter_button,worn-path.com,97227
